ID,Gender,Population,Geographic.origin,Geographic.area,region,distance,latitude,longtitude
HGDP00333,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00376,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00438,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00815,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00785,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00976,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01296,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00115,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00129,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00143,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00158,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00181,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00205,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00228,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00254,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00285,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00313,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00341,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00397,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00782,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00813,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01288,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01097,M,Tujia,China,China,East Asia,9832.495914,29,109
HGDP01182,M,Yizu,China,China,East Asia,9328.789625,28,103
HGDP01194,M,Miaozu,China,China,East Asia,9875.317612,28,109
HGDP01209,F,Oroqen,China,China,East Asia,10293.50952,50.4,126.5
HGDP01221,M,Daur,China,China,East Asia,10213.23714,48.5,124
HGDP01245,M,Xibo,China,China,East Asia,7110.284347,43.5,81.5
HGDP01301,M,Uygur,China,China,Central/South Asia,7071.966822,44,81
HGDP00116,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00130,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00144,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00160,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00183,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00206,F,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00230,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00258,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00286,F,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00315,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00402,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00783,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00774,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00817,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01289,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01098,F,Tujia,China,China,East Asia,9832.495914,29,109
HGDP01183,M,Yizu,China,China,East Asia,9328.789625,28,103
HGDP01195,M,Miaozu,China,China,East Asia,9875.317612,28,109
HGDP01210,M,Oroqen,China,China,East Asia,10293.50952,50.4,126.5
HGDP01222,F,Daur,China,China,East Asia,10213.23714,48.5,124
HGDP01234,F,Hezhen,China,China,East Asia,10896.33577,47.5,133.5
HGDP01246,M,Xibo,China,China,East Asia,7110.284347,43.5,81.5
HGDP01302,M,Uygur,China,China,Central/South Asia,7071.966822,44,81
HGDP00118,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00145,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00161,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00185,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00208,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00232,F,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00259,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00033,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00288,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00319,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00351,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00407,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00971,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00776,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00819,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01290,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01099,M,Tujia,China,China,East Asia,9832.495914,29,109
HGDP01184,M,Yizu,China,China,East Asia,9328.789625,28,103
HGDP01196,F,Miaozu,China,China,East Asia,9875.317612,28,109
HGDP01211,F,Oroqen,China,China,East Asia,10293.50952,50.4,126.5
HGDP01223,F,Mongola,China,China,East Asia,9408.954066,45,111
HGDP01235,M,Hezhen,China,China,East Asia,10896.33577,47.5,133.5
HGDP01247,M,Xibo,China,China,East Asia,7110.284347,43.5,81.5
HGDP01303,M,Uygur,China,China,Central/South Asia,7071.966822,44,81
HGDP00124,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00136,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00151,F,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00171,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00195,F,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00218,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00243,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00274,F,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00304,F,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00330,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00372,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00433,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00814,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00784,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00975,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01295,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01104,M,Tujia,China,China,East Asia,9832.495914,29,109
HGDP01189,M,Miaozu,China,China,East Asia,9875.317612,28,109
HGDP01204,M,Oroqen,China,China,East Asia,10293.50952,50.4,126.5
HGDP01216,M,Daur,China,China,East Asia,10213.23714,48.5,124
HGDP01228,M,Mongola,China,China,East Asia,9408.954066,45,111
HGDP01240,M,Hezhen,China,China,East Asia,10896.33577,47.5,133.5
HGDP01308,M,Dai,China,China,East Asia,9343.955377,21,100
HGDP00057,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP00127,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00139,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00154,F,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00175,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00199,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00222,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00279,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00309,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00382,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00444,F,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00818,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00786,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00977,M,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01095,M,Tujia,China,China,East Asia,9832.495914,29,109
HGDP00080,M,Balochi,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP01180,M,Yizu,China,China,East Asia,9328.789625,28,103
HGDP01191,M,Miaozu,China,China,East Asia,9875.317612,28,109
HGDP01206,M,Oroqen,China,China,East Asia,10293.50952,50.4,126.5
HGDP01218,M,Daur,China,China,East Asia,10213.23714,48.5,124
HGDP01230,M,Mongola,China,China,East Asia,9408.954066,45,111
HGDP01242,F,Hezhen,China,China,East Asia,10896.33577,47.5,133.5
HGDP01298,M,Uygur,China,China,Central/South Asia,7071.966822,44,81
HGDP01310,M,Dai,China,China,East Asia,9343.955377,21,100
HGDP00128,M,Hazara,Pakistan,Pakistan,Central/South Asia,6132.580278,33.5,70
HGDP00140,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00155,F,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00177,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00201,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00224,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00281,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00141,M,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00157,F,Makrani,Pakistan,Pakistan,Central/South Asia,5704.994418,26,64
HGDP00179,M,Sindhi,Pakistan,Pakistan,Central/South Asia,6201.994706,25.5,69
HGDP00226,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP00251,M,Pathan,Pakistan,Pakistan,Central/South Asia,6178.886689,33.5,70.5
HGDP01193,M,Miaozu,China,China,East Asia,9875.317612,28,109
HGDP01208,M,Oroqen,China,China,East Asia,10293.50952,50.4,126.5
HGDP01181,M,Yizu,China,China,East Asia,9328.789625,28,103
HGDP01192,M,Miaozu,China,China,East Asia,9875.317612,28,109
HGDP01207,M,Oroqen,China,China,East Asia,10293.50952,50.4,126.5
HGDP01231,F,Mongola,China,China,East Asia,9408.954066,45,111
HGDP01243,M,Xibo,China,China,East Asia,7110.284347,43.5,81.5
HGDP01299,M,Uygur,China,China,Central/South Asia,7071.966822,44,81
HGDP01311,M,Dai,China,China,East Asia,9343.955377,21,100
HGDP00311,M,Kalash,Pakistan,Pakistan,Central/South Asia,6253.640204,36,71.5
HGDP00336,F,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00388,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00445,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00974,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00811,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01096,M,Tujia,China,China,East Asia,9832.495914,29,109
HGDP01103,M,Tujia,China,China,East Asia,9832.495914,29,109
HGDP01188,F,Yizu,China,China,East Asia,9328.789625,28,103
HGDP01203,M,Oroqen,China,China,East Asia,10293.50952,50.4,126.5
HGDP01215,F,Daur,China,China,East Asia,10213.23714,48.5,124
HGDP01227,M,Mongola,China,China,East Asia,9408.954066,45,111
HGDP01239,F,Hezhen,China,China,East Asia,10896.33577,47.5,133.5
HGDP01251,F,Xibo,China,China,East Asia,7110.284347,43.5,81.5
HGDP01307,M,Dai,China,China,East Asia,9343.955377,21,100
HGDP01179,M,Yizu,China,China,East Asia,9328.789625,28,103
HGDP01190,M,Miaozu,China,China,East Asia,9875.317612,28,109
HGDP01205,M,Oroqen,China,China,East Asia,10293.50952,50.4,126.5
HGDP01217,M,Daur,China,China,East Asia,10213.23714,48.5,124
HGDP01229,M,Mongola,China,China,East Asia,9408.954066,45,111
HGDP01241,M,Hezhen,China,China,East Asia,10896.33577,47.5,133.5
HGDP01297,M,Uygur,China,China,Central/South Asia,7071.966822,44,81
HGDP01309,M,Dai,China,China,East Asia,9343.955377,21,100
HGDP01312,M,Dai,China,China,East Asia,9343.955377,21,100
HGDP01323,F,Lahu,China,China,East Asia,9299.626366,22,100
HGDP01335,F,She,China,China,East Asia,10817.81249,27,119
HGDP01347,M,Tu,China,China,East Asia,8868.138507,36,101
HGDP00946,M,Yakut,Siberia,Russia,East Asia,9919.809481,63,129.5
HGDP00958,M,Yakut,Siberia,Russia,East Asia,9919.809481,63,129.5
HGDP00747,M,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00759,M,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00769,M,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00712,F,Cambodian,Cambodia,Southeast Asia,East Asia,10260.54741,12,105
HGDP00542,M,Papuan,New Guinea,New Guinea,Oceania,14843.12266,-4,143
HGDP00554,F,Papuan,New Guinea,New Guinea,Oceania,14843.12266,-4,143
HGDP00662,M,NAN Melanesian,Bougainville,Southern Europe,Oceania,16168.51405,-6,155
HGDP01027,F,NAN Melanesian,Bougainville,Southern Europe,Oceania,16168.51405,-6,155
HGDP00521,M,French,France,Southern Europe,Europe,5857.478333,46,2
HGDP00533,M,French,France,Southern Europe,Europe,5857.478333,46,2
HGDP01361,M,French Basque,France,Southern Europe,Europe,6012.260603,43,0
HGDP01372,M,French Basque,France,Southern Europe,Europe,6012.260603,43,0
HGDP00667,F,Sardinian,Italy,Southern Europe,Europe,5305.809561,40,9
HGDP01066,M,Sardinian,Italy,Southern Europe,Europe,5305.809561,40,9
HGDP01078,F,Sardinian,Italy,Southern Europe,Europe,5305.809561,40,9
HGDP01172,F,North Italian,Italy (Bergamo),Southern Europe,Europe,5249.040337,46,10
HGDP00794,F,Orcadian,Orkney Islands,Northern Europe,Europe,6636.685091,59,-3
HGDP00806,F,Orcadian,Orkney Islands,Northern Europe,Europe,6636.685091,59,-3
HGDP01313,M,Dai,China,China,East Asia,9343.955377,21,100
HGDP01324,F,Lahu,China,China,East Asia,9299.626366,22,100
HGDP01336,F,She,China,China,East Asia,10817.81249,27,119
HGDP01348,M,Tu,China,China,East Asia,8868.138507,36,101
HGDP00947,M,Yakut,Siberia,Russia,East Asia,9919.809481,63,129.5
HGDP00959,F,Yakut,Siberia,Russia,East Asia,9919.809481,63,129.5
HGDP00748,M,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00760,F,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00770,M,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00713,F,Cambodian,Cambodia,Southeast Asia,East Asia,10260.54741,12,105
HGDP00543,M,Papuan,New Guinea,New Guinea,Oceania,14843.12266,-4,143
HGDP00555,M,Papuan,New Guinea,New Guinea,Oceania,14843.12266,-4,143
HGDP00663,F,NAN Melanesian,Bougainville,Southern Europe,Oceania,16168.51405,-6,155
HGDP00522,M,French,France,Southern Europe,Europe,5857.478333,46,2
HGDP00534,F,French,France,Southern Europe,Europe,5857.478333,46,2
HGDP01220,M,Daur,China,China,East Asia,10213.23714,48.5,124
HGDP01362,M,French Basque,France,Southern Europe,Europe,6012.260603,43,0
HGDP01373,F,French Basque,France,Southern Europe,Europe,6012.260603,43,0
HGDP00668,M,Sardinian,Italy,Southern Europe,Europe,5305.809561,40,9
HGDP01067,M,Sardinian,Italy,Southern Europe,Europe,5305.809561,40,9
HGDP01079,M,Sardinian,Italy,Southern Europe,Europe,5305.809561,40,9
HGDP01173,M,North Italian,Italy (Bergamo),Southern Europe,Europe,5249.040337,46,10
HGDP00795,M,Orcadian,Orkney Islands,Northern Europe,Europe,6636.685091,59,-3
HGDP00807,M,Orcadian,Orkney Islands,Northern Europe,Europe,6636.685091,59,-3
HGDP01314,F,Dai,China,China,East Asia,9343.955377,21,100
HGDP01325,F,Lahu,China,China,East Asia,9299.626366,22,100
HGDP01337,M,Naxi,China,China,East Asia,9131.367263,26,100
HGDP01349,M,Tu,China,China,East Asia,8868.138507,36,101
HGDP00948,M,Yakut,Siberia,Russia,East Asia,9919.809481,63,129.5
HGDP00960,M,Yakut,Siberia,Russia,East Asia,9919.809481,63,129.5
HGDP00749,M,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00761,F,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00771,F,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00714,M,Cambodian,Cambodia,Southeast Asia,East Asia,10260.54741,12,105
HGDP00544,F,Papuan,New Guinea,New Guinea,Oceania,14843.12266,-4,143
HGDP00556,M,Papuan,New Guinea,New Guinea,Oceania,14843.12266,-4,143
HGDP00664,F,NAN Melanesian,Bougainville,Southern Europe,Oceania,16168.51405,-6,155
HGDP00511,M,French,France,Southern Europe,Europe,5857.478333,46,2
HGDP00523,F,French,France,Southern Europe,Europe,5857.478333,46,2
HGDP00535,F,French,France,Southern Europe,Europe,5857.478333,46,2
HGDP01363,F,French Basque,France,Southern Europe,Europe,6012.260603,43,0
HGDP01374,M,French Basque,France,Southern Europe,Europe,6012.260603,43,0
HGDP00669,F,Sardinian,Italy,Southern Europe,Europe,5305.809561,40,9
HGDP01068,F,Sardinian,Italy,Southern Europe,Europe,5305.809561,40,9
HGDP01147,M,North Italian,Italy (Bergamo),Southern Europe,Europe,5249.040337,46,10
HGDP01174,M,North Italian,Italy (Bergamo),Southern Europe,Europe,5249.040337,46,10
HGDP00796,F,Orcadian,Orkney Islands,Northern Europe,Europe,6636.685091,59,-3
HGDP00808,M,Orcadian,Orkney Islands,Northern Europe,Europe,6636.685091,59,-3
HGDP01315,F,Dai,China,China,East Asia,9343.955377,21,100
HGDP01326,M,Lahu,China,China,East Asia,9299.626366,22,100
HGDP01338,M,Naxi,China,China,East Asia,9131.367263,26,100
HGDP01350,M,Tu,China,China,East Asia,8868.138507,36,101
HGDP00949,M,Yakut,Siberia,Russia,East Asia,9919.809481,63,129.5
HGDP00961,M,Yakut,Siberia,Russia,East Asia,9919.809481,63,129.5
HGDP00750,M,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00762,M,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00772,F,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00715,M,Cambodian,Cambodia,Southeast Asia,East Asia,10260.54741,12,105
HGDP00545,M,Papuan,New Guinea,New Guinea,Oceania,14843.12266,-4,143
HGDP00490,M,NAN Melanesian,Bougainville,Southern Europe,Oceania,16168.51405,-6,155
HGDP00787,F,NAN Melanesian,Bougainville,Southern Europe,Oceania,16168.51405,-6,155
HGDP00512,M,French,France,Southern Europe,Europe,5857.478333,46,2
HGDP00524,F,French,France,Southern Europe,Europe,5857.478333,46,2
HGDP00536,F,French,France,Southern Europe,Europe,5857.478333,46,2
HGDP00338,F,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP00392,M,Burusho,Pakistan,Pakistan,Central/South Asia,6475.612264,36.5,74
HGDP01023,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00812,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP01287,F,Han,China,China,East Asia,10133.39558,32.3,114
HGDP00625,M,Bedouin,Israel (Negev),Israel,Middle East,2844.946131,31,35
HGDP01316,F,Dai,China,China,East Asia,9343.955377,21,100
HGDP01327,M,She,China,China,East Asia,10817.81249,27,119
HGDP01339,M,Naxi,China,China,East Asia,9131.367263,26,100
HGDP01351,M,Tu,China,China,East Asia,8868.138507,36,101
HGDP00950,M,Yakut,Siberia,Russia,East Asia,9919.809481,63,129.5
HGDP00962,M,Yakut,Siberia,Russia,East Asia,9919.809481,63,129.5
HGDP00751,M,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00763,M,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00773,F,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00716,M,Cambodian,Cambodia,Southeast Asia,East Asia,10260.54741,12,105
HGDP00546,M,Papuan,New Guinea,New Guinea,Oceania,14843.12266,-4,143
HGDP00491,M,NAN Melanesian,Bougainville,Southern Europe,Oceania,16168.51405,-6,155
HGDP00788,M,NAN Melanesian,Bougainville,Southern Europe,Oceania,16168.51405,-6,155
HGDP00513,F,French,France,Southern Europe,Europe,5857.478333,46,2
HGDP00525,M,French,France,Southern Europe,Europe,5857.478333,46,2
HGDP00537,F,French,France,Southern Europe,Europe,5857.478333,46,2
HGDP01334,F,She,China,China,East Asia,10817.81249,27,119
HGDP01346,F,Naxi,China,China,East Asia,9131.367263,26,100
HGDP00945,M,Yakut,Siberia,Russia,East Asia,9919.809481,63,129.5
HGDP00957,F,Yakut,Siberia,Russia,East Asia,9919.809481,63,129.5
HGDP00969,M,Yakut,Siberia,Russia,East Asia,9919.809481,63,129.5
HGDP00758,M,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP01317,M,Lahu,China,China,East Asia,9299.626366,22,100
HGDP01328,M,She,China,China,East Asia,10817.81249,27,119
HGDP01340,M,Naxi,China,China,East Asia,9131.367263,26,100
HGDP01352,M,Tu,China,China,East Asia,8868.138507,36,101
HGDP00951,M,Yakut,Siberia,Russia,East Asia,9919.809481,63,129.5
HGDP00963,F,Yakut,Siberia,Russia,East Asia,9919.809481,63,129.5
HGDP00752,M,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00764,M,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00790,M,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00717,M,Cambodian,Cambodia,Southeast Asia,East Asia,10260.54741,12,105
HGDP00547,M,Papuan,New Guinea,New Guinea,Oceania,14843.12266,-4,143
HGDP00655,M,NAN Melanesian,Bougainville,Southern Europe,Oceania,16168.51405,-6,155
HGDP00789,M,NAN Melanesian,Bougainville,Southern Europe,Oceania,16168.51405,-6,155
HGDP00514,F,French,France,Southern Europe,Europe,5857.478333,46,2
HGDP00526,F,French,France,Southern Europe,Europe,5857.478333,46,2
HGDP00538,M,French,France,Southern Europe,Europe,5857.478333,46,2
HGDP01370,M,French Basque,France,Southern Europe,Europe,6012.260603,43,0
HGDP01063,M,Sardinian,Italy,Southern Europe,Europe,5305.809561,40,9
HGDP01075,M,Sardinian,Italy,Southern Europe,Europe,5305.809561,40,9
HGDP01156,F,North Italian,Italy (Bergamo),Southern Europe,Europe,5249.040337,46,10
HGDP01167,M,Tuscan,Italy,Southern Europe,Europe,5118.374166,43,11
HGDP00803,M,Orcadian,Orkney Islands,Northern Europe,Europe,6636.685091,59,-3
HGDP01385,M,Adygei,Russia Caucasus,Russia,Europe,4155.030463,44,39
HGDP00023,M,Brahui,Pakistan,Pakistan,Central/South Asia,5842.077841,30.5,66.5
HGDP01318,M,Lahu,China,China,East Asia,9299.626366,22,100
HGDP01329,M,She,China,China,East Asia,10817.81249,27,119
HGDP01341,M,Naxi,China,China,East Asia,9131.367263,26,100
HGDP01353,M,Tu,China,China,East Asia,8868.138507,36,101
HGDP00952,M,Yakut,Siberia,Russia,East Asia,9919.809481,63,129.5
HGDP00964,M,Yakut,Siberia,Russia,East Asia,9919.809481,63,129.5
HGDP00753,M,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00765,F,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00791,M,Japanese,Japan,Japan,East Asia,11762.10792,38,138
HGDP00718,F,Cambodian,Cambodia,Southeast Asia,East Asia,10260.54741,12,105
HGDP00548,M,Papuan,New Guinea,New Guinea,Oceania,14843.12266,-4,143
HGDP00656,F,NAN Melanesian,Bougainville,Southern Europe,Oceania,16168.51405,-6,155
HGDP00823,M,NAN Melanesian,Bougainville,Southern Europe,Oceania,16168.51405,-6,155
HGDP00515,M,French,France,Southern Europe,Europe,5857.478333,46,2
HGDP00527,F,French,France,Southern Europe,Europe,5857.478333,46,2
HGDP00539,F,French,France,Southern Europe,Europe,5857.478333,46,2
HGDP01388,F,Adygei,Russia Caucasus,Russia,Europe,4155.030463,44,39
HGDP00880,M,Russian,Russia,Russia,Europe,6066.983867,61,40
HGDP00892,M,Russian,Russia,Russia,Europe,6066.983867,61,40
HGDP01048,F,Pima,Mexico,Central America,America,18015.789,29,-108
HGDP01060,M,Pima,Mexico,Central America,America,18015.789,29,-108
HGDP00864,F,Maya,Mexico,Central America,America,19825.71383,19,-91
HGDP00876,F,Maya,Mexico,Central America,America,19825.71383,19,-91
HGDP00541,M,Papuan,New Guinea,New Guinea,Oceania,14843.12266,-4,143
HGDP00553,M,Papuan,New Guinea,New Guinea,Oceania,14843.12266,-4,143
